sale_id,sales_date,store_name,store_city,store_region,product_name,category,brand,unit_price,quantity,customer_name,gender,age_group,city
441,2023-03-17,Store_3,Chicago,Midwest,Smartphone,Beauty,Nike,46.99,3,Customer_273,Female,60+,Chicago
442,2023-08-09,Store_9,Los Angeles,Midwest,Smartphone,Electronics,Samsung,493.39,4,Customer_978,Male,26-35,Los Angeles
443,2023-03-07,Store_4,Los Angeles,West,Sneakers,Beauty,Samsung,190.26,1,Customer_400,Female,26-35,Chicago
444,2023-01-22,Store_5,Houston,Midwest,Toothpaste,Apparel,Colgate,188.47,1,Customer_977,Female,18-25,Houston
445,2023-06-07,Store_2,Los Angeles,Midwest,Smartphone,Stationery,Colgate,407.34,3,Customer_242,Male,26-35,New York
446,2023-07-06,Store_2,New York,South,Shampoo,Stationery,Apple,473.89,2,Customer_480,Female,46-60,New York
447,2023-01-21,Store_1,Los Angeles,Central,Notebook,Electronics,Colgate,493.07,4,Customer_173,Female,18-25,Houston
448,2023-07-03,Store_9,Phoenix,South,Notebook,Beauty,Puma,377.92,3,Customer_120,Male,46-60,Phoenix
449,2023-04-18,Store_1,Houston,East,Jeans,Electronics,LG,191.25,1,Customer_423,Male,46-60,Phoenix
450,2023-12-16,Store_10,Chicago,Midwest,Laptop,Apparel,Samsung,46.33,5,Customer_183,Female,46-60,Houston
451,2023-05-08,Store_10,Los Angeles,Central,LED Bulb,Stationery,Samsung,389.69,2,Customer_908,Female,60+,Chicago
452,2023-12-08,Store_7,Chicago,Midwest,T-Shirt,Beauty,Samsung,281.41,5,Customer_742,Male,46-60,New York
453,2023-02-22,Store_10,Chicago,East,T-Shirt,Stationery,Philips,214.99,3,Customer_990,Male,18-25,Chicago
454,2023-07-01,Store_4,New York,Midwest,Jeans,Stationery,Samsung,453.65,1,Customer_407,Male,60+,New York
455,2023-10-14,Store_1,Phoenix,South,Notebook,Apparel,LG,60.04,4,Customer_405,Male,26-35,Los Angeles
456,2023-07-28,Store_9,Houston,East,Toothpaste,Electronics,Apple,248.85,5,Customer_743,Male,36-45,Phoenix
457,2023-11-14,Store_5,Chicago,Central,Shampoo,Apparel,LG,10.62,4,Customer_24,Male,60+,New York
458,2023-03-21,Store_9,New York,West,Jeans,Beauty,LG,236.99,1,Customer_222,Male,46-60,Phoenix
459,2023-05-02,Store_9,Los Angeles,East,Toothpaste,Electronics,Samsung,32.87,5,Customer_150,Male,26-35,Chicago
460,2023-03-25,Store_8,Chicago,West,Shampoo,Electronics,Philips,63.81,4,Customer_195,Female,46-60,New York
461,2023-04-01,Store_3,Chicago,South,Toothpaste,Stationery,Puma,63.18,4,Customer_332,Female,36-45,Phoenix
462,2023-07-31,Store_6,Los Angeles,East,LED Bulb,Stationery,Puma,326.36,5,Customer_521,Male,36-45,New York
463,2023-01-13,Store_7,Los Angeles,East,Toothpaste,Apparel,Colgate,374.29,1,Customer_305,Female,46-60,Chicago
464,2023-04-02,Store_4,Phoenix,Central,Sneakers,Apparel,Philips,293.77,4,Customer_75,Male,18-25,New York
465,2023-06-20,Store_10,New York,Midwest,T-Shirt,Electronics,Puma,481.28,3,Customer_549,Female,26-35,Chicago
466,2023-07-30,Store_5,Los Angeles,West,Smartphone,Apparel,Samsung,190.56,5,Customer_816,Female,46-60,New York
467,2023-12-09,Store_3,Los Angeles,Midwest,Mixer,Electronics,Philips,146.43,2,Customer_7,Male,36-45,Los Angeles
468,2023-05-08,Store_8,Phoenix,Midwest,Sneakers,Stationery,LG,434.96,2,Customer_180,Male,60+,New York
469,2023-05-17,Store_9,Houston,South,Mixer,Beauty,LG,115.68,1,Customer_638,Female,46-60,New York
470,2023-03-23,Store_9,Phoenix,South,T-Shirt,Apparel,LG,481.8,3,Customer_328,Male,46-60,Houston
471,2023-12-26,Store_2,Chicago,Central,Smartphone,Apparel,Samsung,11.02,4,Customer_353,Female,36-45,Chicago
472,2023-02-25,Store_7,Los Angeles,East,Jeans,Apparel,Colgate,485.09,2,Customer_674,Female,36-45,New York
473,2023-07-15,Store_6,Houston,Central,Sneakers,Stationery,Puma,26.36,1,Customer_635,Female,18-25,Chicago
474,2023-01-20,Store_9,New York,West,LED Bulb,Electronics,Apple,446.12,3,Customer_604,Female,36-45,Chicago
475,2023-08-29,Store_1,New York,South,T-Shirt,Beauty,Samsung,266.21,3,Customer_582,Female,36-45,New York
476,2023-04-24,Store_4,Houston,Central,Mixer,Apparel,Nike,496.52,1,Customer_975,Female,26-35,Chicago
477,2023-04-13,Store_10,New York,West,Sneakers,Apparel,Nike,41.53,1,Customer_502,Female,46-60,Houston
478,2023-08-24,Store_3,Los Angeles,West,T-Shirt,Electronics,Samsung,279.16,4,Customer_480,Male,36-45,Phoenix
479,2023-06-29,Store_9,New York,West,T-Shirt,Electronics,Puma,484.8,1,Customer_789,Female,26-35,Phoenix
480,2023-06-06,Store_3,Los Angeles,East,Jeans,Apparel,Colgate,263.93,4,Customer_233,Male,36-45,Los Angeles
481,2023-04-27,Store_8,Los Angeles,West,Smartphone,Beauty,Colgate,316.55,4,Customer_739,Male,46-60,Los Angeles
482,2023-04-25,Store_3,Los Angeles,Midwest,Notebook,Electronics,Puma,349.4,5,Customer_467,Female,36-45,Los Angeles
483,2023-01-13,Store_3,New York,Central,Shampoo,Stationery,Puma,230.0,3,Customer_994,Female,36-45,Houston
484,2023-12-04,Store_10,Los Angeles,Central,Jeans,Electronics,Apple,315.64,3,Customer_939,Female,60+,Houston
485,2023-04-09,Store_10,Phoenix,West,Mixer,Apparel,Nike,294.24,3,Customer_816,Female,60+,Phoenix
486,2023-07-24,Store_3,Phoenix,Central,LED Bulb,Apparel,Puma,451.07,5,Customer_585,Female,26-35,Los Angeles
487,2023-06-18,Store_8,Los Angeles,Central,Notebook,Apparel,Colgate,27.5,4,Customer_201,Male,36-45,Houston
488,2023-05-23,Store_6,Los Angeles,Central,Jeans,Electronics,Samsung,144.08,4,Customer_617,Male,26-35,Phoenix
489,2023-02-05,Store_1,Phoenix,East,Mixer,Stationery,Nike,475.45,1,Customer_851,Female,46-60,Phoenix
490,2023-05-23,Store_4,New York,Central,Smartphone,Electronics,Samsung,445.68,5,Customer_368,Female,60+,Phoenix
491,2023-06-29,Store_8,Houston,Midwest,Toothpaste,Electronics,Colgate,230.55,1,Customer_501,Male,60+,Chicago
492,2023-11-25,Store_4,Houston,Central,LED Bulb,Apparel,Apple,311.97,5,Customer_874,Male,18-25,Houston
493,2023-09-18,Store_2,Chicago,West,Toothpaste,Apparel,LG,142.3,1,Customer_593,Male,18-25,Los Angeles
494,2023-07-24,Store_5,Los Angeles,Central,Laptop,Beauty,Apple,98.12,2,Customer_324,Male,60+,Phoenix
495,2023-12-14,Store_6,Los Angeles,West,Toothpaste,Apparel,Samsung,234.53,3,Customer_782,Male,36-45,Houston
496,2023-10-02,Store_4,Los Angeles,Midwest,LED Bulb,Beauty,Colgate,179.91,3,Customer_355,Male,18-25,Phoenix
497,2023-06-19,Store_1,Houston,West,Laptop,Stationery,Samsung,293.91,4,Customer_70,Male,18-25,Los Angeles
498,2023-01-15,Store_4,Los Angeles,East,LED Bulb,Apparel,Nike,43.48,2,Customer_578,Male,18-25,New York
499,2023-03-01,Store_9,Phoenix,West,Toothpaste,Electronics,Samsung,487.33,3,Customer_985,Female,36-45,Phoenix
500,2023-05-14,Store_6,Los Angeles,Central,Shampoo,Electronics,Philips,493.17,4,Customer_659,Male,46-60,Los Angeles
501,2023-04-02,Store_7,Chicago,West,Toothpaste,Beauty,Apple,350.59,2,Customer_836,Female,46-60,Chicago
502,2023-10-25,Store_8,Chicago,West,Smartphone,Stationery,Apple,270.37,3,Customer_150,Female,26-35,Los Angeles
503,2023-05-16,Store_8,Phoenix,Central,Laptop,Stationery,Apple,158.22,1,Customer_261,Female,26-35,Los Angeles
504,2023-01-20,Store_1,Houston,Central,Shampoo,Electronics,Puma,407.83,5,Customer_738,Male,60+,Phoenix
505,2023-02-25,Store_1,Los Angeles,South,LED Bulb,Stationery,Colgate,343.94,2,Customer_463,Female,36-45,New York
506,2023-11-02,Store_6,Chicago,West,Mixer,Beauty,Philips,85.5,4,Customer_276,Female,18-25,Houston
507,2023-08-11,Store_2,Houston,Midwest,Smartphone,Stationery,Nike,455.91,2,Customer_699,Male,36-45,New York
508,2023-06-26,Store_9,New York,East,Jeans,Beauty,Colgate,412.16,4,Customer_88,Male,46-60,Chicago
509,2023-06-10,Store_5,Chicago,South,LED Bulb,Electronics,Samsung,475.15,2,Customer_76,Male,46-60,Houston
510,2023-08-12,Store_5,Houston,Midwest,Mixer,Apparel,Samsung,364.23,4,Customer_66,Male,36-45,Los Angeles
511,2023-11-07,Store_10,Houston,South,Notebook,Electronics,LG,308.64,3,Customer_491,Female,46-60,Houston
512,2023-09-19,Store_9,Los Angeles,Central,Smartphone,Apparel,Puma,212.03,1,Customer_692,Female,46-60,New York
513,2023-03-01,Store_10,Houston,South,Laptop,Beauty,Philips,466.7,3,Customer_222,Female,18-25,Houston
514,2023-07-17,Store_3,Houston,South,Toothpaste,Stationery,Samsung,433.7,1,Customer_401,Male,36-45,New York
515,2023-10-23,Store_7,Houston,South,Laptop,Apparel,LG,27.38,3,Customer_987,Male,18-25,Los Angeles
516,2023-04-08,Store_7,Phoenix,Midwest,Toothpaste,Apparel,Samsung,18.05,3,Customer_945,Female,46-60,Chicago
517,2023-05-11,Store_6,Phoenix,West,Laptop,Stationery,Colgate,191.35,2,Customer_467,Female,60+,New York
518,2023-01-23,Store_10,Houston,Midwest,LED Bulb,Beauty,Puma,406.22,5,Customer_13,Female,18-25,Los Angeles
519,2023-12-29,Store_2,Los Angeles,East,T-Shirt,Stationery,Puma,493.7,4,Customer_224,Male,60+,Houston
520,2023-08-12,Store_9,Houston,East,Mixer,Electronics,Apple,79.46,4,Customer_728,Female,60+,Los Angeles
521,2023-01-01,Store_5,New York,Midwest,LED Bulb,Stationery,Colgate,299.09,4,Customer_541,Female,26-35,Phoenix
522,2023-09-24,Store_7,Houston,Central,Notebook,Apparel,Apple,193.54,1,Customer_436,Male,60+,Chicago
523,2023-10-03,Store_4,Houston,Midwest,Sneakers,Apparel,LG,485.11,4,Customer_152,Male,26-35,Phoenix
524,2023-12-18,Store_9,New York,West,Toothpaste,Beauty,Philips,421.85,4,Customer_985,Male,18-25,New York
525,2023-12-10,Store_7,Chicago,Central,LED Bulb,Apparel,Nike,419.97,2,Customer_364,Male,60+,Los Angeles
526,2023-04-11,Store_6,Phoenix,Central,T-Shirt,Apparel,LG,237.0,3,Customer_403,Female,26-35,Chicago
527,2023-07-06,Store_6,Phoenix,East,Toothpaste,Apparel,Colgate,210.34,4,Customer_981,Female,36-45,Phoenix
528,2023-08-09,Store_8,Los Angeles,East,Mixer,Stationery,Puma,140.34,5,Customer_669,Male,46-60,New York
529,2023-02-05,Store_8,Phoenix,South,LED Bulb,Stationery,LG,32.91,4,Customer_475,Female,36-45,Phoenix
530,2023-12-07,Store_10,Los Angeles,West,Shampoo,Stationery,LG,433.04,1,Customer_884,Female,18-25,Los Angeles
531,2023-06-19,Store_1,Chicago,West,Laptop,Electronics,Colgate,407.39,1,Customer_442,Male,26-35,Houston
532,2023-11-16,Store_9,Houston,South,Toothpaste,Apparel,Colgate,499.86,1,Customer_107,Male,46-60,Houston
533,2023-06-10,Store_3,Houston,West,Smartphone,Beauty,Puma,498.34,4,Customer_106,Female,36-45,Phoenix
534,2023-12-06,Store_8,Chicago,West,Mixer,Beauty,Philips,279.94,2,Customer_165,Female,60+,Chicago
535,2023-03-05,Store_3,Houston,South,LED Bulb,Electronics,Samsung,385.65,5,Customer_374,Female,46-60,Los Angeles
536,2023-06-03,Store_4,Chicago,West,Shampoo,Stationery,Nike,472.66,4,Customer_971,Male,18-25,Houston
537,2023-09-17,Store_2,Houston,South,Toothpaste,Electronics,Samsung,425.58,2,Customer_569,Male,26-35,Chicago
538,2023-06-08,Store_9,Phoenix,South,Mixer,Electronics,Apple,127.44,2,Customer_299,Female,36-45,Los Angeles
539,2023-12-08,Store_5,Phoenix,Central,Shampoo,Apparel,Samsung,228.02,4,Customer_748,Male,36-45,Houston
540,2023-07-29,Store_4,Houston,West,T-Shirt,Electronics,Philips,68.93,4,Customer_871,Male,46-60,Chicago
541,2023-06-17,Store_3,New York,West,LED Bulb,Apparel,Puma,477.26,2,Customer_165,Male,26-35,Los Angeles
542,2023-07-26,Store_3,Chicago,Midwest,Toothpaste,Electronics,Apple,305.06,2,Customer_211,Female,26-35,New York
543,2023-12-23,Store_3,Los Angeles,East,Jeans,Apparel,Apple,118.18,2,Customer_213,Male,26-35,Chicago
544,2023-06-01,Store_6,Houston,West,T-Shirt,Electronics,Philips,337.49,4,Customer_32,Female,60+,Chicago
545,2023-10-11,Store_10,Los Angeles,Midwest,Laptop,Electronics,Colgate,310.97,2,Customer_816,Male,60+,Phoenix
546,2023-03-07,Store_2,Los Angeles,West,Jeans,Beauty,Puma,182.29,1,Customer_15,Female,26-35,Chicago
547,2023-04-09,Store_4,Los Angeles,South,Mixer,Electronics,Philips,61.21,4,Customer_557,Male,26-35,Chicago
548,2023-08-04,Store_7,New York,East,Jeans,Electronics,Philips,337.43,1,Customer_44,Female,36-45,Houston
549,2023-12-07,Store_6,New York,Central,Shampoo,Electronics,Nike,262.55,3,Customer_371,Male,60+,Phoenix
550,2023-07-14,Store_2,Phoenix,West,Smartphone,Apparel,Nike,387.3,4,Customer_408,Female,36-45,New York
551,2023-12-13,Store_8,Chicago,West,Notebook,Beauty,Puma,262.48,3,Customer_980,Female,26-35,Chicago
552,2023-03-31,Store_8,Houston,South,LED Bulb,Beauty,Nike,426.83,2,Customer_256,Male,36-45,New York
553,2023-11-12,Store_8,Houston,West,Shampoo,Beauty,Nike,278.19,2,Customer_33,Male,36-45,Phoenix
554,2023-10-19,Store_4,Houston,Midwest,Toothpaste,Apparel,Apple,282.66,5,Customer_761,Female,46-60,Phoenix
555,2023-06-04,Store_10,Houston,Midwest,Toothpaste,Stationery,Puma,438.94,2,Customer_971,Female,18-25,Chicago
556,2023-07-27,Store_3,Chicago,East,Sneakers,Apparel,Nike,204.72,3,Customer_521,Female,36-45,New York
557,2023-10-08,Store_7,Houston,East,Smartphone,Apparel,Apple,71.34,2,Customer_717,Female,18-25,Chicago
558,2023-01-01,Store_1,Houston,Central,Notebook,Beauty,Philips,19.25,4,Customer_150,Female,36-45,Houston
559,2023-06-05,Store_4,Chicago,Midwest,T-Shirt,Apparel,LG,378.79,2,Customer_592,Female,36-45,Los Angeles
560,2023-05-27,Store_1,Phoenix,Central,Laptop,Beauty,Philips,312.05,5,Customer_988,Male,46-60,New York
561,2023-04-18,Store_3,New York,East,Laptop,Apparel,Apple,353.52,2,Customer_171,Male,60+,Phoenix
562,2023-08-09,Store_10,Houston,Central,T-Shirt,Electronics,Samsung,110.42,3,Customer_644,Male,26-35,Houston
563,2023-10-24,Store_10,New York,South,Mixer,Beauty,Philips,72.5,3,Customer_259,Female,46-60,Phoenix
564,2023-11-07,Store_3,New York,West,Smartphone,Stationery,Philips,12.2,2,Customer_653,Male,26-35,Phoenix
565,2023-12-02,Store_3,Houston,South,Smartphone,Electronics,Apple,178.54,3,Customer_573,Male,60+,Phoenix
566,2023-06-14,Store_9,Phoenix,Midwest,Sneakers,Stationery,Nike,297.01,3,Customer_143,Male,60+,Houston
567,2023-08-27,Store_1,Los Angeles,East,Jeans,Beauty,Colgate,199.16,5,Customer_524,Female,18-25,Houston
568,2023-08-15,Store_10,Los Angeles,Central,Mixer,Stationery,Apple,221.55,4,Customer_478,Male,26-35,Los Angeles
569,2023-08-15,Store_3,Houston,Central,Toothpaste,Stationery,Samsung,452.56,5,Customer_229,Female,26-35,Los Angeles
570,2023-12-12,Store_1,Chicago,South,Shampoo,Apparel,Colgate,177.39,1,Customer_985,Female,36-45,New York
571,2023-04-20,Store_3,Chicago,West,LED Bulb,Electronics,LG,259.42,5,Customer_931,Female,26-35,Los Angeles
572,2023-09-19,Store_5,Phoenix,East,Laptop,Beauty,Colgate,392.91,2,Customer_859,Male,46-60,Los Angeles
573,2023-08-31,Store_3,Houston,Midwest,Toothpaste,Stationery,Puma,201.29,4,Customer_886,Female,18-25,New York
574,2023-03-28,Store_9,Chicago,Midwest,T-Shirt,Electronics,LG,312.93,2,Customer_176,Female,46-60,Chicago
575,2023-12-04,Store_7,New York,East,Shampoo,Beauty,Apple,431.87,1,Customer_819,Female,18-25,Los Angeles
576,2023-02-13,Store_10,Houston,South,Shampoo,Apparel,LG,475.01,4,Customer_114,Female,60+,Los Angeles
577,2023-05-26,Store_10,Houston,Midwest,Sneakers,Beauty,LG,77.8,3,Customer_41,Female,46-60,Los Angeles
578,2023-09-21,Store_1,Los Angeles,East,Smartphone,Electronics,Philips,463.66,5,Customer_910,Female,26-35,Los Angeles
579,2023-12-06,Store_5,Los Angeles,South,Notebook,Electronics,Apple,248.6,2,Customer_484,Female,60+,Phoenix
580,2023-11-21,Store_2,Houston,South,Mixer,Electronics,Puma,132.83,1,Customer_700,Female,46-60,Phoenix
581,2023-11-14,Store_4,New York,Central,Jeans,Beauty,Colgate,232.27,3,Customer_734,Male,60+,Los Angeles
582,2023-06-21,Store_8,Chicago,West,Smartphone,Electronics,LG,490.12,5,Customer_535,Female,46-60,New York
583,2023-02-17,Store_10,New York,South,Smartphone,Apparel,Apple,248.85,3,Customer_538,Female,36-45,Phoenix
584,2023-05-01,Store_8,Los Angeles,Midwest,Smartphone,Beauty,LG,167.73,5,Customer_208,Male,46-60,Houston
585,2023-12-11,Store_8,Chicago,West,Notebook,Beauty,Philips,318.53,4,Customer_86,Male,46-60,New York
586,2023-06-08,Store_3,Phoenix,Central,LED Bulb,Stationery,LG,123.87,3,Customer_176,Female,26-35,Los Angeles
587,2023-04-26,Store_4,Houston,East,T-Shirt,Electronics,LG,42.55,3,Customer_652,Male,26-35,Chicago
588,2023-04-12,Store_7,Los Angeles,East,Sneakers,Apparel,Samsung,68.8,3,Customer_452,Female,46-60,New York
589,2023-03-17,Store_10,Chicago,Central,LED Bulb,Stationery,Philips,68.38,4,Customer_236,Female,18-25,Phoenix
590,2023-01-13,Store_3,Los Angeles,Central,Laptop,Apparel,Samsung,80.19,1,Customer_734,Male,26-35,Los Angeles
591,2023-01-24,Store_10,Phoenix,Midwest,Shampoo,Beauty,Puma,73.72,5,Customer_438,Female,60+,Houston
592,2023-05-06,Store_3,Phoenix,West,Notebook,Beauty,Puma,322.23,3,Customer_362,Male,36-45,New York
593,2023-09-01,Store_10,Los Angeles,South,Mixer,Apparel,LG,95.03,4,Customer_781,Male,36-45,Chicago
594,2023-11-09,Store_9,New York,South,Toothpaste,Beauty,Philips,176.11,1,Customer_942,Female,46-60,New York
595,2023-02-07,Store_5,New York,South,Toothpaste,Beauty,Samsung,448.91,5,Customer_298,Male,60+,New York
596,2023-08-22,Store_3,New York,East,Toothpaste,Apparel,Colgate,239.61,4,Customer_558,Female,46-60,Chicago
597,2023-08-01,Store_6,Houston,East,Jeans,Apparel,Nike,335.44,5,Customer_358,Female,26-35,Los Angeles
598,2023-11-19,Store_8,Houston,Midwest,Smartphone,Beauty,Nike,90.3,3,Customer_153,Male,46-60,Phoenix
599,2023-10-22,Store_10,Phoenix,Midwest,Smartphone,Electronics,Puma,100.18,1,Customer_189,Male,60+,Houston
600,2023-04-10,Store_10,New York,Midwest,Smartphone,Beauty,Philips,25.23,4,Customer_3,Male,18-25,Houston
601,2023-12-23,Store_2,Phoenix,Central,LED Bulb,Apparel,Apple,88.62,1,Customer_484,Male,60+,Houston
602,2023-07-16,Store_4,Los Angeles,Midwest,Jeans,Electronics,Puma,142.9,3,Customer_137,Female,26-35,Phoenix
603,2023-09-11,Store_7,Houston,South,T-Shirt,Apparel,Philips,92.62,1,Customer_7,Female,18-25,Chicago
604,2023-07-24,Store_7,Los Angeles,Midwest,Sneakers,Beauty,Samsung,48.91,1,Customer_66,Male,60+,Houston
605,2023-05-05,Store_3,Houston,Midwest,Toothpaste,Stationery,Nike,64.71,2,Customer_632,Female,26-35,New York
606,2023-03-17,Store_2,Chicago,East,LED Bulb,Beauty,Philips,233.09,1,Customer_460,Male,26-35,Houston
607,2023-12-02,Store_1,Chicago,East,LED Bulb,Beauty,Philips,107.14,5,Customer_866,Male,60+,Los Angeles
608,2023-12-19,Store_4,Phoenix,East,Toothpaste,Stationery,LG,185.31,4,Customer_24,Male,36-45,Houston
609,2023-01-03,Store_9,Phoenix,South,Mixer,Electronics,Samsung,254.19,2,Customer_564,Male,18-25,New York
610,2023-02-24,Store_9,Houston,West,Sneakers,Electronics,Puma,346.75,4,Customer_303,Male,26-35,Los Angeles
611,2023-08-06,Store_7,Phoenix,Central,Mixer,Electronics,Apple,24.46,4,Customer_142,Male,26-35,Houston
612,2023-04-23,Store_3,Chicago,South,Mixer,Apparel,Apple,400.71,3,Customer_558,Male,26-35,Chicago
613,2023-04-01,Store_10,Houston,West,LED Bulb,Apparel,Apple,315.81,3,Customer_482,Female,60+,Houston
614,2023-12-23,Store_2,New York,Central,Jeans,Electronics,Philips,45.47,2,Customer_260,Female,18-25,Phoenix
615,2023-09-23,Store_3,New York,South,Toothpaste,Stationery,Philips,437.42,3,Customer_850,Male,46-60,Phoenix
616,2023-08-26,Store_8,Phoenix,Midwest,Toothpaste,Stationery,Samsung,460.83,3,Customer_690,Female,26-35,Houston
617,2023-01-26,Store_10,Chicago,East,Jeans,Apparel,Philips,35.23,3,Customer_72,Female,36-45,Houston
618,2023-10-13,Store_10,Los Angeles,South,Sneakers,Electronics,Nike,142.05,4,Customer_448,Male,26-35,Los Angeles
619,2023-05-08,Store_1,Chicago,Central,Shampoo,Beauty,Samsung,404.07,2,Customer_699,Male,60+,Houston
620,2023-03-04,Store_9,Los Angeles,Central,Laptop,Apparel,Colgate,375.39,4,Customer_734,Female,36-45,Phoenix
621,2023-08-22,Store_9,Houston,Central,Laptop,Electronics,Puma,96.34,5,Customer_165,Female,18-25,New York
622,2023-03-10,Store_2,Chicago,South,LED Bulb,Stationery,Apple,108.63,4,Customer_502,Female,60+,Chicago
623,2023-08-26,Store_2,New York,Central,Sneakers,Apparel,Nike,188.38,5,Customer_628,Male,36-45,Los Angeles
624,2023-12-08,Store_8,Los Angeles,Central,Jeans,Apparel,Nike,244.84,1,Customer_715,Male,36-45,Houston
625,2023-09-29,Store_3,Houston,South,Sneakers,Electronics,Apple,311.04,1,Customer_441,Female,36-45,Los Angeles
626,2023-10-14,Store_10,New York,East,Toothpaste,Beauty,Samsung,187.61,5,Customer_781,Male,36-45,Phoenix
627,2023-11-01,Store_9,New York,Central,T-Shirt,Electronics,Puma,233.95,5,Customer_910,Male,36-45,New York
628,2023-06-12,Store_1,New York,East,Shampoo,Beauty,Colgate,375.0,4,Customer_215,Male,18-25,Phoenix
629,2023-08-15,Store_7,Houston,Central,LED Bulb,Apparel,Apple,23.16,5,Customer_645,Female,60+,Phoenix
630,2023-11-10,Store_9,Phoenix,East,T-Shirt,Stationery,Nike,129.96,2,Customer_406,Male,60+,Los Angeles
631,2023-09-16,Store_7,Houston,Central,Notebook,Stationery,LG,358.11,1,Customer_335,Female,26-35,Los Angeles
632,2023-08-07,Store_6,Chicago,East,Toothpaste,Beauty,LG,448.13,1,Customer_68,Female,36-45,Los Angeles
633,2023-10-08,Store_1,Houston,East,Jeans,Electronics,Samsung,258.28,5,Customer_161,Female,60+,New York
634,2023-08-17,Store_9,Los Angeles,West,Sneakers,Stationery,LG,268.4,3,Customer_640,Male,60+,Phoenix
635,2023-03-23,Store_7,Los Angeles,Midwest,Sneakers,Stationery,Samsung,58.05,3,Customer_749,Female,26-35,Houston
636,2023-09-01,Store_4,Chicago,Central,Laptop,Beauty,Philips,226.47,5,Customer_749,Male,18-25,New York
637,2023-08-19,Store_8,Los Angeles,Central,Toothpaste,Electronics,Samsung,268.65,2,Customer_336,Female,36-45,New York
638,2023-05-13,Store_7,Los Angeles,South,Sneakers,Electronics,Philips,125.02,3,Customer_362,Female,18-25,Phoenix
639,2023-05-07,Store_6,Los Angeles,South,Jeans,Electronics,Puma,138.28,5,Customer_340,Male,18-25,Phoenix
640,2023-11-23,Store_10,Houston,East,Sneakers,Apparel,Apple,191.76,2,Customer_94,Male,26-35,Phoenix
641,2023-05-22,Store_10,Los Angeles,Midwest,Mixer,Electronics,Philips,14.94,2,Customer_701,Female,36-45,Los Angeles
642,2023-09-24,Store_2,Phoenix,South,Smartphone,Apparel,Nike,164.43,4,Customer_727,Female,46-60,Chicago
643,2023-09-06,Store_7,New York,South,Sneakers,Electronics,Apple,109.67,2,Customer_20,Female,26-35,Houston
644,2023-11-17,Store_3,Houston,Central,Laptop,Beauty,Philips,167.11,3,Customer_19,Female,18-25,Houston
645,2023-05-03,Store_5,Phoenix,Central,Mixer,Electronics,Apple,64.28,3,Customer_980,Male,26-35,New York
646,2023-05-21,Store_8,Los Angeles,East,Shampoo,Beauty,Samsung,445.81,5,Customer_373,Female,26-35,Houston
647,2023-08-14,Store_4,Los Angeles,South,LED Bulb,Apparel,Samsung,298.83,5,Customer_907,Female,60+,Chicago
648,2023-02-09,Store_2,Los Angeles,South,Shampoo,Electronics,Colgate,341.16,2,Customer_83,Male,26-35,New York
649,2023-05-27,Store_5,New York,East,Mixer,Stationery,Nike,395.64,1,Customer_34,Male,46-60,Phoenix
650,2023-05-01,Store_10,Los Angeles,West,Sneakers,Beauty,Samsung,251.73,4,Customer_526,Female,46-60,Houston
651,2023-05-20,Store_9,Los Angeles,Central,Mixer,Stationery,Philips,48.03,1,Customer_118,Male,26-35,Los Angeles
652,2023-06-21,Store_7,Chicago,West,LED Bulb,Apparel,Samsung,270.87,2,Customer_634,Male,36-45,New York
653,2023-06-13,Store_5,Houston,East,Smartphone,Beauty,LG,295.49,2,Customer_311,Male,36-45,New York
654,2023-10-04,Store_4,Houston,Midwest,Smartphone,Electronics,LG,373.99,1,Customer_706,Male,60+,Phoenix
655,2023-02-11,Store_1,Phoenix,East,Sneakers,Apparel,Colgate,218.67,4,Customer_551,Female,18-25,Phoenix
656,2023-03-12,Store_1,New York,Midwest,Laptop,Apparel,Apple,68.15,1,Customer_788,Male,36-45,Houston
657,2023-03-19,Store_10,Los Angeles,South,Jeans,Apparel,LG,145.47,5,Customer_263,Female,46-60,Los Angeles
658,2023-04-29,Store_9,New York,East,LED Bulb,Apparel,Samsung,184.73,3,Customer_728,Female,60+,Houston
659,2023-07-16,Store_2,Chicago,South,Smartphone,Stationery,Philips,324.73,5,Customer_132,Male,60+,Houston
660,2023-12-22,Store_9,New York,Midwest,Smartphone,Electronics,LG,287.54,3,Customer_132,Male,46-60,Phoenix
661,2023-03-20,Store_1,Houston,Midwest,LED Bulb,Apparel,LG,181.27,2,Customer_440,Male,36-45,Los Angeles
662,2023-12-28,Store_7,New York,Midwest,Notebook,Electronics,Apple,493.33,4,Customer_899,Female,46-60,Phoenix
663,2023-04-20,Store_4,Chicago,Midwest,Shampoo,Stationery,Puma,304.86,1,Customer_178,Female,18-25,New York
664,2023-02-02,Store_6,New York,West,Mixer,Stationery,Apple,122.43,4,Customer_213,Female,46-60,Houston
665,2023-08-01,Store_7,Chicago,Midwest,Jeans,Electronics,LG,55.38,1,Customer_707,Male,60+,Phoenix
666,2023-07-28,Store_6,New York,South,Toothpaste,Apparel,Apple,80.67,5,Customer_49,Female,60+,Phoenix
667,2023-06-19,Store_2,Phoenix,East,Mixer,Stationery,Samsung,126.75,5,Customer_14,Female,46-60,Houston
668,2023-10-05,Store_3,Los Angeles,Midwest,Mixer,Stationery,Apple,84.54,1,Customer_215,Female,26-35,New York
669,2023-08-27,Store_7,Houston,South,Sneakers,Beauty,Samsung,97.35,4,Customer_429,Male,18-25,New York
